Name,Prices,Network_Technology,Network_2gbands,Network_3gbands,Network_4gbands,Network_Speed,Body_Dimensions,Body_Weight,Body_Build,Body_SIM,Display_Type,Display_Resolution,Platform_OS,Platform_Chipset,Platform_Cpu,Platform_Gpu,Memory_Cardslot,Memory_Internalmemory,MainCamera_Cameraspecs,MainCamera_Features,MainCamera_Video,SelfieCamera_Cameraspecs,SelfieCamera_Features,Sound_Feature,Sound_3.5mmjack,COMMS_WLAN,COMMS_Bluetooth,COMMS_NFC,COMMS_Radio,COMMS_USB,Battery_Type,Battery_Charging,Colors,Price
Realme GT Neo5 SE,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 , HSDPA 800 / 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",163.9 x 75.8 x 9 mm (6.45 x 2.98 x 0.35 in),193.1 g (6.81 oz),,Nano-SIM + Nano-SIM,"6.74 inches, 109.2 cm","1240 x 2772 pixels, 20:9 ratio (~451 ppi density)","Android 13, Realme UI 4.0",Qualcomm SM7475-AB Snapdragon 7+ Gen 2 (4 nm),Octa-core (1x2.91 GHz Cortex-X2 & 3x2.49 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510),Adreno 725,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 1TB 16GB RAM","64 MP, f/1.8, 25mm (wide), 1/2.0"", PDAF,
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/3.3, (microscope)","LED flash, HDR, panorama","4K@30fps, 1080p@30fps","16 MP, f/2.5, 25mm (wide), 1/3.09"", 1.0µm",1080p@30fps,"Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.2, A2DP, LE, aptX HD",Yes,No,USB Type-C 2.0,5500 mAh,100W wired,"Black, Gradient",About 270 EUR
Realme Narzo 30 5G,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 , HSDPA 800 / 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 66","HSPA, LTE, 5G",162.5 x 74.8 x 8.5 mm (6.40 x 2.94 x 0.33 in),185 g (6.53 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Android 11, upgradable to Android 12, Realme UI 3.0",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","48 MP, f/1.8, 26mm (wide), PDAF,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.1, 26mm (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE",No,Unspecified,"USB Type-C 2.0, OTG",5000 mAh,18W wired,"Racing Blue, Racing Silver",About 110 EUR
Realme X7 Max 5G,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",158.5 x 73.3 x 8.4 mm (6.24 x 2.89 x 0.33 in),179 g (6.31 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.43 inches, 99.8 cm","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Android 11, upgradable to Android 13, Realme UI 4",Mediatek Dimensity 1200 (6 nm),Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G77 MC9,No,"128GB 8GB RAM, 256GB 12GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.73"", 0.8µm, PDAF,
8 MP, f/2.3, 16mm, 119˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro)","Dual-LED dual-tone flash, HDR, panorama","4K@30/60fps, 1080p@30/60/480fps, gyro-EIS","16 MP, f/2.5, 26mm (wide), 1/3.0"", 1.0µm",1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD",Yes,No,"USB Type-C 2.0, OTG",4500 mAh,"50W wired, 50% in 16 min","Mercury Silver, Asteroid Black, Milky Way",About 310 EUR
Realme C25s,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","HSPA, LTE",164.5 x 75.9 x 9.6 mm (6.48 x 2.99 x 0.38 in),209 g (7.37 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 11, Realme UI 2.0",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM","48 MP, f/1.8, 26mm (wide), PDAF (International model),
or,
13 MP, f/2.2, 26mm (wide), 1/3.06"", 1.12µm, PDAF (India model),
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30/60fps,"8 MP, f/2.0, 26mm (wide), 1/4.0"", 1.12µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",No,Unspecified,"USB Type-C 2.0, OTG",6000 mAh,18W wired,"Water Blue, Water Gray",About 180 EUR
Realme C11 (2021),"[{'32GB 2GB RAM': '₹\u20096,299'}, {'64GB 4GB RAM': '₹\u20097,999'}]",GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",165.2 x 76.4 x 8.9 mm (6.50 x 3.01 x 0.35 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.52 inches, 102.6 cm","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Android 11, Realme Go UI",Unisoc SC9863A (28 nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,microSDXC (dedicated slot),"32GB 2GB RAM, 64GB 4GB RAM","8 MP, f/2.0, (wide), AF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",1080p@30fps,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"4.2, A2DP",No,Unspecified,"microUSB 2.0, OTG",5000 mAh,10W wired,"Cool Blue, Cool Grey",
Realme C21Y,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",164.5 x 76 x 9.1 mm (6.48 x 2.99 x 0.36 in),200 g (7.05 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Android 10/ Android 11,Unisoc T610 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MP2,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM","13 MP, f/2.2, 26mm (wide), 1/3.06"", 1.12µm, PDAF,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, (wide), 1/5.0"", 1.12µm",1080p@30fps,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"5.0, A2DP, LE",No,Unspecified,"microUSB 2.0, OTG",5000 mAh,Reverse wired,"Cross Black, Cross Blue",About 130 EUR
Realme GT Master,"[{'128GB 6GB RAM': '$\u2009575.00'}, {'128GB 8GB RAM': '$\u2009745.00'}, {'256GB 8GB RAM': '$\u2009294.99'}]",GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - International","HSPA, LTE, 5G",159.2 mm x 73.5 mm x 8.0/8.7 mm (depending on color),174/180 g (depending on color) (6.14 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.43 inches, 99.8 cm","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Android 11, upgradable to Android 13, Realme UI 4.0",Qualcomm SM7325 Snapdragon 778G 5G (6 nm),Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55),Adreno 642L,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","64 MP, f/1.8, 25mm (wide), 1/2.0"", 0.7µm, PDAF,
8 MP, f/2.2, 16mm, 119˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS","32 MP, f/2.5, 26mm (wide), 1/2.74"", 0.8µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE",Yes,No,"USB Type-C 2.0, OTG",4300 mAh,"65W wired, 100% in 33 min","Black, Gray, White, Aurora",
Realme GT Explorer Master,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41","HSPA, LTE, 5G",159.9 mm x 72.5 mm x 8.0/8.8 mm (depending on color),183.5/185 g (depending on color) (6.49 oz),"Glass front (Gorilla Glass 5), plastic back, aluminum frame",Nano-SIM + Nano-SIM,"6.55 inches, 103.6 cm","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Android 11, Realme UI 2.0",Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),Adreno 650,No,"128GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS,
16 MP, f/2.2, 14mm, 123˚ (ultrawide), 1/3.09"", 1.0µm,
2 MP, f/2.4, (macro)","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps, gyro-EIS","32 MP, f/2.5, 26mm (wide), 1/2.74"", 0.8µm",1080p@30fps,"Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE",Yes,No,"USB Type-C 2.0, OTG",4500 mAh,"65W wired, 50% in 13 min, 100% in 33 min","Gray, White, Aurora, Apricot",About 380 EUR
Realme Pad,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","HSPA, LTE - cellular model only",246.1 x 155.9 x 6.9 mm (9.69 x 6.14 x 0.27 in),440 g (15.52 oz),"Glass front, aluminum frame, aluminum back",Nano-SIM (cellular model only),"10.4 inches, 307.9 cm","1200 x 2000 pixels, 5:3 ratio (~224 ppi density)",Android 11,Mediatek MT6769V/CU Helio G80 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 64GB 4GB RAM, 128GB 6GB RAM",8 MP,,1080p@30fps,"8 MP, 105˚ (ultrawide)",1080p@30fps,"Yes, with stereo speakers (4 speakers)",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",No,No,"USB Type-C 2.0, OTG",7100 mAh,18W wired,"Gray, Gold",About 160 EUR
Realme 8i,"[{'64GB 4GB RAM': '$\u2009395.00'}, {'128GB 6GB RAM': '₹\u20099,990'}, {'128GB 4GB RAM': '€\u2009186.99'}]",GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",164.1 x 75.5 x 8.5 mm (6.46 x 2.97 x 0.33 in),194 g (6.84 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.6 inches, 104.8 cm","1080 x 2412 pixels, 20:9 ratio (~400 ppi density)","Android 11, Realme UI 2.0",Mediatek MT6781 Helio G96 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","50 MP, f/1.8, 26mm (wide), 1/2.76"", 0.64µm, PDAF,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.1, (wide), 1/3.0"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE",Yes (market/region dependent),No,"USB Type-C 2.0, OTG",5000 mAh,18W wired,"Space Black, Space Purple",
Realme 8s 5G,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 5, 7, 8, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",162.5 x 74.8 x 8.8 mm (6.40 x 2.94 x 0.35 in),191 g (6.74 oz),,Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Android 11, Realme UI 2.0",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 6GB RAM, 128GB 8GB RAM","64 MP, f/1.8, 26mm (wide), PDAF,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.1, 26mm (wide), 1/3.0"", 1.0µm","1080p@30fps, gyro-EIS",Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE",No,Unspecified,"USB Type-C 2.0, OTG",5000 mAh,33W wired,"Blue, Purple",About 210 EUR
Realme C25Y,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",164.5 x 76 x 9.1 mm (6.48 x 2.99 x 0.36 in),200 g (7.05 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 11, Realme UI R",Unisoc T610 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MP2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","50 MP, f/1.8, 26mm (wide), PDAF,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 26mm (wide), 1/4.0"", 1.12µm",720p@30fps,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"5.0, A2DP, LE",No,Unspecified,microUSB 2.0,5000 mAh,18W wired,"Glacier Blue, Metal Gray",About 140 EUR
Realme GT Neo2,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",162.9 x 75.8 x 9 mm (6.41 x 2.98 x 0.35 in),199.8 g (7.05 oz),"Glass front (Gorilla Glass 5), plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.62 inches, 105.8 cm","1080 x 2400 pixels, 20:9 ratio (~398 ppi density)","Android 11, upgradable to Android 12, Realme UI 3.0",Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),Adreno 650,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.73"", 0.8µm, PDAF,
8 MP, f/2.3, 16mm, 119˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30/60fps, 1080p@30fps, gyro-EIS","16 MP, f/2.5, 26mm (wide), 1/3.09"", 1.0µm","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD",Yes,No,USB Type-C 2.0,5000 mAh,"65W wired, 100% in 36 min","Neo Black, Neo Blue, Neo Green",About 980 EUR
Realme V11s 5G,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE,"HSPA, LTE, 5G",8.4 mm thickness,189 g (6.67 oz),,Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 11, Realme UI 2.0",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 6GB RAM","13 MP, f/2.2, 26mm (wide), PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30/60fps,"8 MP, f/2.0, 26mm (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE",No,No,USB Type-C 2.0,5000 mAh,18W wired,"Black, Violet",About 190 EUR
Realme Narzo 50i,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",165.2 x 76.4 x 8.9 mm (6.50 x 3.01 x 0.35 in),195 g (6.88 oz),,Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 11, Realme Go UI",,Octa-core 1.6 GHz,IMG8322,microSDXC (dedicated slot),"32GB 2GB RAM, 64GB 4GB RAM","8 MP, f/2.0, (wide), AF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",1080p@30fps,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"4.2, A2DP",No,Unspecified,"microUSB 2.0, OTG",5000 mAh,Reverse wired,"Carbon Black, Mint Green",About 90 EUR
Realme Narzo 50A,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",164.5 x 75.9 x 9.6 mm (6.48 x 2.99 x 0.38 in),207 g (7.30 oz),,Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 11, Realme UI 2.0",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM","50 MP, f/1.8, (wide), PDAF,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30/60fps,"8 MP, f/2.0, 26mm (wide), 1/4.0"", 1.12µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",No,Unspecified,"USB Type-C 2.0, OTG",6000 mAh,18W wired,"Oxygen Blue, Oxygen Green",About 130 EUR
Realme Q3s,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 4, 5, 7, 8, 19, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",164.4 x 75.8 x 8.5 mm (6.47 x 2.98 x 0.33 in),199 g (7.02 oz),,Nano-SIM + Nano-SIM,"6.6 inches, 104.3 cm","1080 x 2412 pixels, 20:9 ratio (~401 ppi density)","Android 11, Realme UI 2.0",Qualcomm SM7325 Snapdragon 778G 5G (6 nm),Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55),Adreno 642L,microSDXC (dedicated slot),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","48 MP, f/1.8, 26mm (wide), PDAF,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps","16 MP, f/2.1, 26mm (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE",No,No,"USB Type-C 2.0, OTG",5000 mAh,"30W wired, 50% in 25 min","Aurora, Dark Blue",About 200 EUR
Realme X3,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 39, 40, 41","HSPA, LTE",163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in),202 g (7.13 oz),"Glass front (Gorilla Glass 5), glass back, plastic frame",Nano-SIM + Nano-SIM,"6.6 inches, 105.2 cm","1080 x 2400 pixels, 20:9 ratio (~399 ppi density)","Android 10, upgradable to Android 11, Realme UI 2.0",Qualcomm SM8150 Snapdragon 855+ (7 nm),Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640 (700 MHz),No,"128GB 6GB RAM, 128GB 8GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF,
12 MP, f/2.5, 51mm (telephoto), PDAF, 2x optical zoom,
8 MP, f/2.3, 119˚, 16mm (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps, 720p@960fps; gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm,
8 MP, f/2.2, 105˚ (ultrawide), 1/4.0"", 1.12µm","1080p@30fps, gyro-EIS",Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",No,No,USB Type-C 2.0,4200 mAh,"30W wired, 100% in 55 min","Glacier Blue, Arctic White",About 290 EUR
Realme C11,[{'32GB 2GB RAM': '$\u2009329.00'}],GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International","HSPA, LTE",164.4 x 75.9 x 9.1 mm (6.47 x 2.99 x 0.36 in),196 g (6.91 oz),,Nano-SIM + Nano-SIM,"6.5 inches, 103.7 cm","720 x 1560 pixels, 19.5:9 ratio (~264 ppi density)","Android 10, Realme UI",Mediatek MT6765G Helio G35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM","13 MP, f/2.2, (wide), PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.4, 27mm (wide)",1080p@30fps,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"5.0, A2DP, LE, aptX",No,FM radio,"microUSB 2.0, OTG",5000 mAh,10W wired,"Mint Green, Pepper Grey",
Realme X50 5G,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41","HSPA, LTE, 5G",163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in),194 g (6.84 oz),,Nano-SIM + Nano-SIM,"6.57 inches, 104.2 cm","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Android 10, Realme UI",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,No,"128GB 6GB RAM, 128GB 8GB RAM","48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.3, 16mm (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm,
2 MP, f/2.4, (depth)",1080p@30/120fps,Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",Yes,FM radio,USB Type-C 2.0,4200 mAh,"30W wired, 70% in 30 min","Jungle Green, Ice Silver",About 500 EUR
Realme 6i (India),,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA 42.2/11.5 Mbps, LTE (2CA) Cat6 300/75 Mbps",162.1 x 74.8 x 8.9 mm (6.38 x 2.94 x 0.35 in),191 g (6.74 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Android 10, Realme UI",Mediatek MT6785 Helio G90T (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G76 MC4,microSDXC (dedicated slot),"64GB 4GB RAM, 64GB 6GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro),
2 MP B/W, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",No,FM radio,"USB Type-C 2.0, OTG",4300 mAh,"30W wired, PD, 100% in 55 min","Eclipse Black, Lunar White",About 150 EUR
